_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90478066,FALSE,3,7/27/2011 8:45,Against,0.6704,,62,409192893_4330020922001,Wed 25 November 2009 10:58 AM,iraq_war,xerello
90478067,FALSE,3,7/27/2011 8:20,Against,1,,63,409192893_4330020922001,Wed 25 November 2009 10:58 AM,iraq_war,xerello
90478068,FALSE,3,7/27/2011 4:14,For,0.7132,,64,409192893_4330020922001,Wed 25 November 2009 01:37 PM,iraq_war,Fin_atic
90478069,FALSE,4,7/27/2011 6:03,Against,1,,65,409192893_4330020922001,Wed 25 November 2009 10:15 PM,iraq_war,goarmy06
90478070,FALSE,3,7/27/2011 7:27,Against,1,,66,409192893_4330020922001,Sat 28 November 2009 07:41 AM,iraq_war,crackerjacks61
90478071,FALSE,3,7/27/2011 8:01,Against,1,,67,409192893_4330020922001,Sat 12 December 2009 02:14 PM,iraq_war,xerello
90478072,FALSE,3,7/27/2011 7:39,Not Sure,0.6731,,68,409192893_4330020922001,Sat 12 December 2009 09:30 PM,iraq_war,goarmy06
90478073,FALSE,3,7/27/2011 5:09,Not Sure,0.6957,,69,409192893_4330020922001,Sat 12 December 2009 10:08 PM,iraq_war,dragonflyer04
90478074,FALSE,3,7/27/2011 7:21,Against,1,,70,409192893_4330020922001,Sun 13 December 2009 11:15 AM,iraq_war,john2x
90478075,FALSE,3,7/27/2011 7:44,Against,0.3681,,71,409192893_4330020922001,Wed 16 December 2009 01:52 AM,iraq_war,DeadAsADodo
90478076,FALSE,3,7/27/2011 8:59,Against,0.6714,,72,409192893_4330020922001,Tue 22 December 2009 11:11 PM,iraq_war,xerello
90478077,FALSE,3,7/27/2011 8:40,Against,0.6644,,73,409192893_4330020922001,Wed 23 December 2009 09:48 PM,iraq_war,john2x
90478078,FALSE,3,7/27/2011 4:41,For,0.3483,,74,409192893_4330020922001,Thu 24 December 2009 02:41 PM,iraq_war,Logicbomb
90478079,FALSE,4,7/27/2011 7:31,For,0.4735,,75,409192893_4330020922001,Thu 24 December 2009 04:07 PM,iraq_war,RetiredSailor1
90478080,FALSE,3,7/27/2011 8:44,For,0.6309,,76,409192893_4330020922001,Sat 02 January 2010 11:01 PM,iraq_war,xerello
90478081,FALSE,3,7/27/2011 7:08,Against,1,,77,409192893_4330020922001,Sun 03 January 2010 08:53 AM,iraq_war,john2x
90478082,FALSE,4,7/27/2011 9:09,For,0.5223,,Post ID,Thread ID,Time,Topic,User ID
90478083,FALSE,3,7/27/2011 8:42,Not Sure,0.6691,,1,672198221_5850060651001,Fri 16 November 2007 11:56 AM,iraq_war,Grandjester
90478084,FALSE,4,7/27/2011 8:59,Against,0.7406,,2,672198221_5850060651001,Fri 16 November 2007 12:24 PM,iraq_war,jack_flats
90478085,FALSE,3,7/27/2011 6:03,For,1,,3,672198221_5850060651001,Fri 16 November 2007 12:32 PM,iraq_war,CorporalJohnny
90478086,FALSE,3,7/27/2011 7:11,Against,0.658,,4,672198221_5850060651001,Fri 16 November 2007 12:35 PM,iraq_war,jack_flats
90478087,FALSE,3,7/27/2011 7:17,Against,1,,5,672198221_5850060651001,Fri 16 November 2007 12:38 PM,iraq_war,fishnfanatic
90478088,FALSE,3,7/27/2011 6:10,For,1,,6,672198221_5850060651001,Fri 16 November 2007 12:42 PM,iraq_war,ELLIOTT1980
90478089,FALSE,3,7/27/2011 7:47,Not Sure,1,,7,672198221_5850060651001,Fri 16 November 2007 12:54 PM,iraq_war,67NOV
90478090,FALSE,3,7/27/2011 7:36,For,0.6727,,8,672198221_5850060651001,Fri 16 November 2007 12:55 PM,iraq_war,10994035
90478091,FALSE,3,7/27/2011 6:44,For,1,,9,672198221_5850060651001,Fri 16 November 2007 01:02 PM,iraq_war,NickBrand
90478092,FALSE,3,7/27/2011 6:24,Against,0.3473,,10,672198221_5850060651001,Fri 16 November 2007 01:10 PM,iraq_war,Grandjester
90478093,FALSE,3,7/27/2011 7:10,For,0.6944,,11,672198221_5850060651001,Fri 16 November 2007 01:15 PM,iraq_war,ss_287
90478094,FALSE,3,7/27/2011 4:05,Against,0.3659,,12,672198221_5850060651001,Fri 16 November 2007 01:17 PM,iraq_war,helez
90478095,FALSE,3,7/27/2011 6:52,For,0.6572,,13,672198221_5850060651001,Fri 16 November 2007 01:32 PM,iraq_war,oldmustang
90478096,FALSE,3,7/27/2011 8:06,Against,0.6955,,14,672198221_5850060651001,Fri 16 November 2007 01:35 PM,iraq_war,oldmustang
90478097,FALSE,3,7/27/2011 8:47,For,1,,15,672198221_5850060651001,Fri 16 November 2007 01:49 PM,iraq_war,SFC_SOF_Intel
90478098,FALSE,3,7/27/2011 7:05,For,0.6958,,16,672198221_5850060651001,Fri 16 November 2007 01:53 PM,iraq_war,Kegler300
90478099,FALSE,3,7/27/2011 7:42,Against,0.35,,17,672198221_5850060651001,Fri 16 November 2007 02:05 PM,iraq_war,al_Mulazem
90478100,FALSE,3,7/27/2011 4:18,For,1,,18,672198221_5850060651001,Fri 16 November 2007 02:58 PM,iraq_war,ELLIOTT1980
90478101,FALSE,3,7/27/2011 7:19,For,1,,19,672198221_5850060651001,Fri 16 November 2007 03:56 PM,iraq_war,maluka
90478102,FALSE,3,7/27/2011 6:36,Against,0.3393,,20,672198221_5850060651001,Fri 16 November 2007 04:00 PM,iraq_war,SATCOM_VET
90478103,FALSE,3,7/27/2011 7:25,Not Sure,1,,21,672198221_5850060651001,Fri 16 November 2007 04:04 PM,iraq_war,execchefmurph
90478104,FALSE,3,7/27/2011 6:39,For,1,,22,672198221_5850060651001,Fri 16 November 2007 04:08 PM,iraq_war,execchefmurph
90478105,FALSE,3,7/27/2011 7:02,Against,1,,23,672198221_5850060651001,Fri 16 November 2007 04:15 PM,iraq_war,7101814
90478106,FALSE,3,7/27/2011 7:23,For,0.6852,,24,672198221_5850060651001,Fri 16 November 2007 04:35 PM,iraq_war,ELLIOTT1980
90478107,FALSE,4,7/27/2011 9:00,For,0.4884,,25,672198221_5850060651001,Fri 16 November 2007 06:33 PM,iraq_war,T_TGrowler
90478108,FALSE,3,7/27/2011 7:10,For,1,,26,672198221_5850060651001,Fri 16 November 2007 06:48 PM,iraq_war,maluka
90478109,FALSE,3,7/27/2011 8:50,Not Sure,0.644,,27,672198221_5850060651001,Fri 16 November 2007 07:10 PM,iraq_war,T_TGrowler
90478110,FALSE,3,7/27/2011 5:42,Against,0.6227,,28,672198221_5850060651001,Fri 16 November 2007 07:32 PM,iraq_war,iwas1ncthr
90478111,FALSE,3,7/27/2011 7:10,Against,1,,29,672198221_5850060651001,Fri 16 November 2007 07:39 PM,iraq_war,Tom4869
90478112,FALSE,3,7/27/2011 7:10,For,0.7079,,30,672198221_5850060651001,Fri 16 November 2007 07:40 PM,iraq_war,S3mperFi1981
90478113,FALSE,3,7/27/2011 6:28,For,0.7043,,31,672198221_5850060651001,Fri 16 November 2007 07:48 PM,iraq_war,fauxfire
90478114,FALSE,3,7/27/2011 7:19,For,1,,32,672198221_5850060651001,Fri 16 November 2007 08:33 PM,iraq_war,maluka
90478115,FALSE,3,7/27/2011 3:52,For,0.6852,,33,672198221_5850060651001,Fri 16 November 2007 08:42 PM,iraq_war,maluka
90478116,FALSE,4,7/27/2011 6:57,For,0.4836,,34,672198221_5850060651001,Fri 16 November 2007 09:35 PM,iraq_war,SignalSgtWilliams
90478117,FALSE,3,7/27/2011 2:27,For,0.6969,,35,672198221_5850060651001,Fri 16 November 2007 10:00 PM,iraq_war,SFC_SOF_Intel
90478118,FALSE,3,7/27/2011 7:27,For,1,,36,672198221_5850060651001,Fri 16 November 2007 10:59 PM,iraq_war,devfsadm
90478119,FALSE,3,7/27/2011 5:37,For,0.644,,37,672198221_5850060651001,Fri 16 November 2007 11:19 PM,iraq_war,Mehrdad_Tehran
90478120,FALSE,3,7/27/2011 7:46,Not Sure,0.42,,38,672198221_5850060651001,Sat 17 November 2007 04:40 AM,iraq_war,jack_flats
90478121,FALSE,3,7/27/2011 7:37,Against,1,,39,672198221_5850060651001,Sat 17 November 2007 04:49 AM,iraq_war,jack_flats
90478122,FALSE,3,7/27/2011 8:57,Against,0.3691,,40,672198221_5850060651001,Sat 17 November 2007 10:17 AM,iraq_war,16061872
90478123,FALSE,3,7/27/2011 7:26,For,0.6751,,41,672198221_5850060651001,Sat 17 November 2007 10:28 AM,iraq_war,LineDoggie
90478124,FALSE,3,7/27/2011 6:29,Against,1,,42,672198221_5850060651001,Sat 17 November 2007 11:22 AM,iraq_war,FlankerFlyer
90478125,FALSE,3,7/27/2011 7:31,Against,1,,43,672198221_5850060651001,Sat 17 November 2007 01:08 PM,iraq_war,helez
90478126,FALSE,3,7/27/2011 8:52,Not Sure,0.6704,,44,672198221_5850060651001,Sat 17 November 2007 01:19 PM,iraq_war,Jade_Gate
90478127,FALSE,4,7/27/2011 6:11,Against,0.756,,45,672198221_5850060651001,Sat 17 November 2007 01:28 PM,iraq_war,LineDoggie
90478128,FALSE,3,7/27/2011 7:19,For,0.6407,,46,672198221_5850060651001,Sat 17 November 2007 01:30 PM,iraq_war,SFC_SOF_Intel
90478129,FALSE,3,7/27/2011 6:37,For,0.6972,,47,672198221_5850060651001,Sat 17 November 2007 01:31 PM,iraq_war,ELLIOTT1980
90478130,FALSE,3,7/27/2011 8:40,Against,0.6804,,48,672198221_5850060651001,Sat 17 November 2007 01:49 PM,iraq_war,helez
90478131,FALSE,3,7/27/2011 7:03,For,0.6189,,49,672198221_5850060651001,Sat 17 November 2007 02:00 PM,iraq_war,SFC_SOF_Intel
90478132,FALSE,4,7/27/2011 8:56,Not Sure,0.7296,,50,672198221_5850060651001,Sat 17 November 2007 02:05 PM,iraq_war,helez
90478133,FALSE,3,7/27/2011 7:11,For,0.6746,,51,672198221_5850060651001,Sat 17 November 2007 02:24 PM,iraq_war,ELLIOTT1980
90478134,FALSE,3,7/27/2011 8:56,Against,0.6546,,52,672198221_5850060651001,Sat 17 November 2007 02:44 PM,iraq_war,16061872
90478135,FALSE,3,7/27/2011 7:27,Not Sure,1,,53,672198221_5850060651001,Sat 17 November 2007 02:58 PM,iraq_war,LineDoggie
90478136,FALSE,3,7/27/2011 7:00,Against,0.7287,,54,672198221_5850060651001,Sat 17 November 2007 03:21 PM,iraq_war,rayevinsonsr
90478137,FALSE,6,7/27/2011 9:00,For,0.6399,,55,672198221_5850060651001,Sat 17 November 2007 03:22 PM,iraq_war,T_TGrowler
90478138,FALSE,3,7/27/2011 7:02,Not Sure,1,,56,672198221_5850060651001,Sat 17 November 2007 03:43 PM,iraq_war,16061872
90478139,FALSE,3,7/27/2011 6:21,For,0.6986,,57,672198221_5850060651001,Sat 17 November 2007 05:21 PM,iraq_war,ELLIOTT1980
90478140,FALSE,3,7/27/2011 6:43,Not Sure,1,,58,672198221_5850060651001,Sat 17 November 2007 05:40 PM,iraq_war,LineDoggie
90478141,FALSE,3,7/27/2011 8:11,Not Sure,1,,59,672198221_5850060651001,Sat 17 November 2007 05:50 PM,iraq_war,EAG154
90478142,FALSE,3,7/27/2011 8:01,For,1,,60,672198221_5850060651001,Sat 17 November 2007 06:05 PM,iraq_war,T_TGrowler
90478143,FALSE,3,7/27/2011 7:44,For,0.712,,61,672198221_5850060651001,Sat 17 November 2007 09:56 PM,iraq_war,SFC_SOF_Intel
90478144,FALSE,3,7/27/2011 8:59,Not Sure,0.6714,,62,672198221_5850060651001,Sun 18 November 2007 04:34 AM,iraq_war,leadtoe
90478145,FALSE,3,7/27/2011 7:44,Against,0.661,,63,672198221_5850060651001,Sun 18 November 2007 06:12 AM,iraq_war,leadtoe
90478146,FALSE,4,7/27/2011 9:09,For,1,,64,672198221_5850060651001,Sun 18 November 2007 10:34 AM,iraq_war,SFC_SOF_Intel
90478147,FALSE,3,7/27/2011 7:12,Not Sure,1,,65,672198221_5850060651001,Sun 18 November 2007 10:52 AM,iraq_war,T_TGrowler
90478148,FALSE,3,7/27/2011 8:45,Not Sure,1,,66,672198221_5850060651001,Sun 18 November 2007 12:30 PM,iraq_war,helez
90478149,FALSE,3,7/27/2011 7:05,Not Sure,0.3651,,67,672198221_5850060651001,Sun 18 November 2007 01:55 PM,iraq_war,LineDoggie
90478150,FALSE,3,7/27/2011 3:30,Against,1,,68,672198221_5850060651001,Sun 18 November 2007 02:04 PM,iraq_war,leadtoe
90478151,FALSE,3,7/27/2011 8:59,Against,0.6693,,69,672198221_5850060651001,Sun 18 November 2007 02:53 PM,iraq_war,13498584
90478152,FALSE,3,7/27/2011 8:11,For,0.6603,,70,672198221_5850060651001,Sun 18 November 2007 03:07 PM,iraq_war,outlaws93
90478153,FALSE,3,7/27/2011 5:38,Against,0.6944,,71,672198221_5850060651001,Sun 18 November 2007 05:07 PM,iraq_war,SFC_SOF_Intel
90478154,FALSE,3,7/27/2011 7:33,Against,0.3648,,72,672198221_5850060651001,Sun 18 November 2007 05:11 PM,iraq_war,LineDoggie
90478155,FALSE,3,7/27/2011 7:25,For,1,,73,672198221_5850060651001,Thu 28 February 2008 03:43 PM,iraq_war,1866904
90478156,FALSE,3,7/27/2011 8:09,Against,0.3435,,74,672198221_5850060651001,Thu 28 February 2008 04:41 PM,iraq_war,DIRTYLODOWN
90478157,FALSE,4,7/27/2011 5:51,Against,1,,75,672198221_5850060651001,Thu 28 February 2008 04:58 PM,iraq_war,oldmole
90478158,FALSE,3,7/27/2011 4:38,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478159,FALSE,3,7/26/2011 22:53,Against,1,,1,672198221_5100020681001,Wed 04 June 2008 10:57 AM,iraq_war,xerello
90478160,FALSE,3,7/27/2011 7:54,Against,0.6852,,2,672198221_5100020681001,Wed 04 June 2008 11:08 AM,iraq_war,Lucky_Lieutenant
90478162,FALSE,3,7/27/2011 8:50,Against,0.3577,,3,672198221_5100020681001,Wed 04 June 2008 11:23 AM,iraq_war,sldo
90478163,FALSE,3,7/27/2011 7:19,Against,1,,4,672198221_5100020681001,Wed 04 June 2008 11:24 AM,iraq_war,xerello
90478164,FALSE,3,7/27/2011 5:48,For,1,,5,672198221_5100020681001,Wed 04 June 2008 12:01 PM,iraq_war,Lucky_Lieutenant
90478166,FALSE,4,7/27/2011 6:30,Against,0.54,,6,672198221_5100020681001,Wed 04 June 2008 12:30 PM,iraq_war,xerello
90478167,FALSE,3,7/27/2011 5:36,For,1,,7,672198221_5100020681001,Wed 04 June 2008 02:06 PM,iraq_war,popsiq
90478168,FALSE,3,7/27/2011 8:39,Against,0.6705,,8,672198221_5100020681001,Wed 04 June 2008 02:39 PM,iraq_war,Grachus
90478169,FALSE,3,7/27/2011 8:08,For,0.7075,,9,672198221_5100020681001,Wed 04 June 2008 02:51 PM,iraq_war,Lucky_Lieutenant
90478170,FALSE,3,7/27/2011 8:01,For,0.3429,,10,672198221_5100020681001,Wed 04 June 2008 02:59 PM,iraq_war,Grachus
90478171,FALSE,3,7/27/2011 7:36,For,0.6769,,11,672198221_5100020681001,Wed 04 June 2008 03:03 PM,iraq_war,SUNLINER81
90478172,FALSE,3,7/27/2011 4:29,Against,1,,12,672198221_5100020681001,Wed 04 June 2008 03:04 PM,iraq_war,Lucky_Lieutenant
90478173,FALSE,3,7/27/2011 3:45,Against,0.6731,,13,672198221_5100020681001,Wed 04 June 2008 03:16 PM,iraq_war,Grachus
90478174,FALSE,3,7/27/2011 7:41,Against,0.687,,14,672198221_5100020681001,Wed 04 June 2008 04:19 PM,iraq_war,Lucky_Lieutenant
90478175,FALSE,3,7/27/2011 8:05,For,1,,15,672198221_5100020681001,Wed 04 June 2008 04:54 PM,iraq_war,Grachus
90478176,FALSE,3,7/27/2011 7:39,For,0.6672,,16,672198221_5100020681001,Wed 04 June 2008 05:01 PM,iraq_war,Lucky_Lieutenant
90478177,FALSE,3,7/27/2011 8:42,For,0.6621,,17,672198221_5100020681001,Wed 04 June 2008 05:11 PM,iraq_war,Grachus
90478178,FALSE,3,7/27/2011 4:18,For,0.6277,,18,672198221_5100020681001,Wed 04 June 2008 05:19 PM,iraq_war,Lucky_Lieutenant
90478179,FALSE,3,7/27/2011 3:42,Against,1,,19,672198221_5100020681001,Wed 04 June 2008 05:23 PM,iraq_war,Grachus
90478180,FALSE,3,7/27/2011 8:50,For,0.6929,,20,672198221_5100020681001,Wed 04 June 2008 05:30 PM,iraq_war,Grachus
90478181,FALSE,3,7/27/2011 8:20,For,1,,21,672198221_5100020681001,Wed 04 June 2008 07:10 PM,iraq_war,Lucky_Lieutenant
90478182,FALSE,4,7/27/2011 6:27,Not Sure,0.5191,,22,672198221_5100020681001,Wed 04 June 2008 07:13 PM,iraq_war,Grachus
90478183,FALSE,3,7/27/2011 7:15,For,0.6582,,23,672198221_5100020681001,Wed 04 June 2008 07:28 PM,iraq_war,SgtSchaeffersMom
90478184,FALSE,3,7/27/2011 6:17,For,0.3683,,24,672198221_5100020681001,Wed 04 June 2008 07:30 PM,iraq_war,Lucky_Lieutenant
90478185,FALSE,3,7/27/2011 6:58,Not Sure,1,,25,672198221_5100020681001,Wed 04 June 2008 08:27 PM,iraq_war,jdksfcret
90478186,FALSE,3,7/27/2011 8:42,Against,0.3539,,26,672198221_5100020681001,Wed 04 June 2008 08:47 PM,iraq_war,gzo2
90478187,FALSE,3,7/27/2011 8:02,Against,0.6814,,27,672198221_5100020681001,Thu 05 June 2008 05:21 AM,iraq_war,xerello
90478188,FALSE,3,7/27/2011 7:20,Not Sure,0.6897,,28,672198221_5100020681001,Thu 05 June 2008 07:32 AM,iraq_war,rayevinsonsr
90478189,FALSE,3,7/27/2011 5:53,For,0.7097,,29,672198221_5100020681001,Thu 05 June 2008 07:56 AM,iraq_war,Osedax
90478190,FALSE,3,7/27/2011 8:45,For,0.3635,,30,672198221_5100020681001,Thu 05 June 2008 08:12 AM,iraq_war,godawgz
90478191,FALSE,3,7/27/2011 7:22,Against,0.6638,,31,672198221_5100020681001,Thu 05 June 2008 08:15 AM,iraq_war,xerello
90478192,FALSE,3,7/27/2011 6:08,For,0.6579,,32,672198221_5100020681001,Thu 05 June 2008 08:33 AM,iraq_war,Lucky_Lieutenant
90478193,FALSE,3,7/27/2011 7:41,For,0.351,,33,672198221_5100020681001,Thu 05 June 2008 09:13 AM,iraq_war,xerello
90478194,FALSE,3,7/27/2011 8:46,For,0.6734,,34,672198221_5100020681001,Thu 05 June 2008 09:46 AM,iraq_war,Osedax
90478195,FALSE,3,7/27/2011 3:40,Against,1,,35,672198221_5100020681001,Thu 05 June 2008 11:10 AM,iraq_war,Grachus
90478196,FALSE,4,7/27/2011 7:19,Not Sure,0.4733,,36,672198221_5100020681001,Thu 05 June 2008 11:16 AM,iraq_war,Grachus
90478197,FALSE,3,7/27/2011 8:51,For,0.6485,,37,672198221_5100020681001,Thu 05 June 2008 12:00 PM,iraq_war,Hercules1944
90478198,FALSE,3,7/27/2011 7:22,For,0.7175,,38,672198221_5100020681001,Thu 05 June 2008 12:27 PM,iraq_war,Lucky_Lieutenant
90478199,FALSE,3,7/27/2011 8:01,Against,0.6922,,39,672198221_5100020681001,Thu 05 June 2008 12:40 PM,iraq_war,Grachus
90478200,FALSE,3,7/27/2011 8:10,For,1,,40,672198221_5100020681001,Thu 05 June 2008 12:49 PM,iraq_war,rayevinsonsr
90478201,FALSE,3,7/27/2011 6:19,Not Sure,1,,41,672198221_5100020681001,Thu 05 June 2008 12:50 PM,iraq_war,sldo
90478202,FALSE,3,7/27/2011 8:15,For,0.6669,,42,672198221_5100020681001,Thu 05 June 2008 01:04 PM,iraq_war,Grachus
90478203,FALSE,3,7/27/2011 7:31,For,0.6934,,43,672198221_5100020681001,Thu 05 June 2008 05:17 PM,iraq_war,Lucky_Lieutenant
90478204,FALSE,3,7/27/2011 7:08,Against,0.6557,,44,672198221_5100020681001,Thu 05 June 2008 05:26 PM,iraq_war,Grachus
90478205,FALSE,3,7/27/2011 6:09,Not Sure,0.648,,45,672198221_5100020681001,Thu 05 June 2008 08:13 PM,iraq_war,Lucky_Lieutenant
90478206,FALSE,3,7/27/2011 8:24,Against,1,,46,672198221_5100020681001,Fri 06 June 2008 05:16 AM,iraq_war,Squizzer
90478207,FALSE,3,7/27/2011 8:10,For,0.6564,,47,672198221_5100020681001,Fri 06 June 2008 06:10 AM,iraq_war,rayevinsonsr
90478208,FALSE,3,7/27/2011 6:29,Not Sure,1,,48,672198221_5100020681001,Fri 06 June 2008 07:01 AM,iraq_war,Osedax
90478209,FALSE,3,7/27/2011 4:25,Not Sure,0.656,,49,672198221_5100020681001,Fri 06 June 2008 07:04 AM,iraq_war,Osedax
90478210,FALSE,3,7/27/2011 5:21,For,1,,50,672198221_5100020681001,Fri 06 June 2008 08:21 AM,iraq_war,Osedax
90478211,FALSE,3,7/27/2011 8:51,For,1,,51,672198221_5100020681001,Fri 06 June 2008 09:02 AM,iraq_war,Lucky_Lieutenant
90478212,FALSE,3,7/27/2011 7:05,Against,0.6968,,52,672198221_5100020681001,Fri 06 June 2008 09:33 AM,iraq_war,sldo
90478213,FALSE,3,7/27/2011 8:45,For,1,,53,672198221_5100020681001,Fri 06 June 2008 09:46 AM,iraq_war,Lucky_Lieutenant
90478214,FALSE,3,7/27/2011 8:42,For,0.6729,,54,672198221_5100020681001,Fri 06 June 2008 10:45 AM,iraq_war,Grachus
90478215,FALSE,3,7/27/2011 4:38,Not Sure,0.6528,,55,672198221_5100020681001,Fri 06 June 2008 11:20 AM,iraq_war,Grachus
90478216,FALSE,3,7/27/2011 7:32,Not Sure,0.6371,,56,672198221_5100020681001,Fri 06 June 2008 11:25 AM,iraq_war,Grachus
90478217,FALSE,3,7/27/2011 8:17,For,0.6399,,57,672198221_5100020681001,Fri 06 June 2008 11:43 AM,iraq_war,sldo
90478218,FALSE,3,7/27/2011 3:48,For,1,,58,672198221_5100020681001,Fri 06 June 2008 11:52 AM,iraq_war,Lucky_Lieutenant
90478219,FALSE,3,7/27/2011 8:21,Against,0.6317,,59,672198221_5100020681001,Fri 06 June 2008 12:03 PM,iraq_war,godawgz
90478220,FALSE,3,7/27/2011 7:39,Against,0.661,,60,672198221_5100020681001,Fri 06 June 2008 12:13 PM,iraq_war,Lucky_Lieutenant
90478221,FALSE,3,7/27/2011 6:51,Not Sure,0.6402,,61,672198221_5100020681001,Fri 06 June 2008 12:18 PM,iraq_war,Osedax
90478222,FALSE,3,7/27/2011 4:21,Against,0.6662,,62,672198221_5100020681001,Fri 06 June 2008 12:23 PM,iraq_war,Grachus
90478223,FALSE,3,7/27/2011 6:47,Against,0.6185,,63,672198221_5100020681001,Fri 06 June 2008 12:30 PM,iraq_war,Lucky_Lieutenant
90478224,FALSE,3,7/27/2011 7:41,Against,0.6653,,64,672198221_5100020681001,Fri 06 June 2008 12:33 PM,iraq_war,Grachus
90478226,FALSE,3,7/27/2011 7:55,Not Sure,0.7047,,65,672198221_5100020681001,Fri 06 June 2008 12:37 PM,iraq_war,Lucky_Lieutenant
90478227,FALSE,3,7/27/2011 6:27,Against,0.3587,,66,672198221_5100020681001,Fri 06 June 2008 12:40 PM,iraq_war,godawgz
90478228,FALSE,3,7/27/2011 8:59,For,0.3762,,67,672198221_5100020681001,Fri 06 June 2008 01:00 PM,iraq_war,Grachus
90478229,FALSE,3,7/27/2011 8:17,Not Sure,0.353,,68,672198221_5100020681001,Fri 06 June 2008 01:10 PM,iraq_war,Osedax
90478230,FALSE,3,7/27/2011 5:57,Not Sure,1,,69,672198221_5100020681001,Fri 06 June 2008 01:29 PM,iraq_war,Grachus
90478231,FALSE,3,7/27/2011 8:42,Not Sure,0.3477,,70,672198221_5100020681001,Fri 06 June 2008 06:08 PM,iraq_war,Hercules1944
90478232,FALSE,3,7/27/2011 7:22,Not Sure,1,,71,672198221_5100020681001,Sat 07 June 2008 05:10 PM,iraq_war,sldo
90478233,FALSE,3,7/27/2011 8:03,Not Sure,1,,72,672198221_5100020681001,Sat 07 June 2008 05:27 PM,iraq_war,Hercules1944
90478234,FALSE,4,7/27/2011 4:31,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478235,FALSE,3,7/27/2011 8:53,For,0.668,,1,409192893_5910090302001,Thu 16 October 2008 03:10 AM,barack_obamba_and_his_presidency,Nucpolitician
90478238,TRUE,25,7/27/2011 8:45,Against,0.9211,Against,4,409192893_5910090302001,Thu 16 October 2008 05:50 AM,barack_obamba_and_his_presidency,bill_kananen
90478239,TRUE,1,7/26/2011 19:00,Against,1,Against,5,409192893_5910090302001,Thu 16 October 2008 05:59 AM,barack_obamba_and_his_presidency,The_Bonesaw
90478240,TRUE,1,7/26/2011 18:59,Against,1,Against,6,409192893_5910090302001,Thu 16 October 2008 06:35 AM,barack_obamba_and_his_presidency,bill_kananen
90478244,TRUE,22,7/27/2011 8:51,Against,0.6465,Against,10,409192893_5910090302001,Thu 16 October 2008 10:51 AM,barack_obamba_and_his_presidency,greywolfghost
90478245,TRUE,2,7/27/2011 8:21,For,1,Not Sure,11,409192893_5910090302001,Thu 16 October 2008 10:55 AM,barack_obamba_and_his_presidency,rayld2
90478246,TRUE,28,7/27/2011 8:54,Against,0.8488,"Against
Not Sure",12,409192893_5910090302001,Thu 16 October 2008 11:01 AM,barack_obamba_and_his_presidency,67NOV
90478249,TRUE,32,7/27/2011 8:47,Against,0.8833,Against,15,409192893_5910090302001,Thu 16 October 2008 11:30 AM,barack_obamba_and_his_presidency,GunnyRet03
90478250,FALSE,3,7/27/2011 7:03,Against,0.701,,16,409192893_5910090302001,Thu 16 October 2008 11:32 AM,barack_obamba_and_his_presidency,john2x
90478251,TRUE,1,7/27/2011 8:03,Not Sure,1,For,17,409192893_5910090302001,Thu 16 October 2008 11:35 AM,barack_obamba_and_his_presidency,rayld2
90478257,TRUE,14,7/27/2011 4:20,Against,0.7252,Against,23,409192893_5910090302001,Fri 17 October 2008 06:28 AM,barack_obamba_and_his_presidency,rayld2
90478261,TRUE,1,7/27/2011 4:19,Against,1,For,27,409192893_5910090302001,Sun 19 October 2008 03:50 PM,barack_obamba_and_his_presidency,JustanotherGI
90478262,TRUE,1,7/27/2011 8:07,Not Sure,1,Against,28,409192893_5910090302001,Sun 19 October 2008 05:42 PM,barack_obamba_and_his_presidency,alcyone
90478267,TRUE,26,7/27/2011 8:42,Against,0.9672,Against,30,409192893_5910090302001,Sun 19 October 2008 06:57 PM,barack_obamba_and_his_presidency,backtoiraq
90478268,FALSE,3,7/27/2011 8:48,For,1,,31,409192893_5910090302001,Sun 19 October 2008 06:58 PM,barack_obamba_and_his_presidency,alcyone
90478270,TRUE,1,7/26/2011 18:55,Against,1,For,33,409192893_5910090302001,Sun 19 October 2008 07:00 PM,barack_obamba_and_his_presidency,backtoiraq
90478272,TRUE,27,7/27/2011 9:01,Against,0.4794,"Against
Not Sure",35,409192893_5910090302001,Sun 19 October 2008 08:19 PM,barack_obamba_and_his_presidency,john2x
90478277,TRUE,2,7/27/2011 8:59,For,0.56,Against,40,409192893_5910090302001,Mon 20 October 2008 11:56 AM,barack_obamba_and_his_presidency,Golgoth
90478279,TRUE,26,7/27/2011 8:41,Against,1,"Against
Not Sure",42,409192893_5910090302001,Mon 20 October 2008 12:40 PM,barack_obamba_and_his_presidency,Woody_in_La
90478283,TRUE,27,7/27/2011 8:42,Against,1,Against,46,409192893_5910090302001,Mon 20 October 2008 05:55 PM,barack_obamba_and_his_presidency,EAG154
90478284,TRUE,20,7/27/2011 6:27,For,0.8199,For,47,409192893_5910090302001,Tue 21 October 2008 05:59 AM,barack_obamba_and_his_presidency,rayld2
